year,conm,직명코드,직명,name_ts,name,regist_num,birthdate
2018,(주)엔씨소프트,751,사외이사(감사위원),황찬현,황찬현,220-81-43000,195307
2018,(주)엔씨소프트,721,사외이사,현동훈,현동훈,220-81-43000,197408
2018,(주)엔씨소프트,751,사외이사(감사위원),서윤석,서윤석,220-81-43000,195501
2019,(주)엔씨소프트,721,사외이사,최영주,최영주,220-81-43000,195906
2019,(주)엔씨소프트,751,사외이사(감사위원),백상훈,백상훈,220-81-43000,197111
2019,(주)엔씨소프트,751,사외이사(감사위원),황찬현,황찬현,220-81-43000,195307
2019,(주)엔씨소프트,751,사외이사(감사위원),조국현,조국현,220-81-43000,196605
2019,(주)엔씨소프트,721,사외이사,현동훈,현동훈,220-81-43000,197408
2017,(주)엔아이스틸,721,사외이사,김현겸,김현겸,214-81-71272,196110
2018,(주)엔아이스틸,721,사외이사,김현겸,김현겸,214-81-71272,196110
2019,(주)엔아이스틸,721,사외이사,김현겸,김현겸,214-81-71272,196110
2017,(주)엔에스,721,사외이사,이석호,이석호,124-81-67704,196708
2018,(주)엔에스,721,사외이사,이석호,이석호,124-81-67704,196708
2019,(주)엔에스,721,사외이사,이석호,이석호,124-81-67704,196708
2017,(주)엔에스쇼핑,751,사외이사(감사위원),길종섭,길종섭,117-81-33642,194701
2017,(주)엔에스쇼핑,751,사외이사(감사위원),조일호,조일호,117-81-33642,194809
2017,(주)엔에스쇼핑,721,사외이사,장광순,장광순,117-81-33642,195508
2017,(주)엔에스쇼핑,751,사외이사(감사위원),전병준,전병준,117-81-33642,196010
2018,(주)엔에스쇼핑,751,사외이사(감사위원),전병준,전병준,117-81-33642,196010
2018,(주)엔에스쇼핑,751,사외이사(감사위원),조일호,조일호,117-81-33642,194809
2018,(주)엔에스쇼핑,721,사외이사,윤능호,윤능호,117-81-33642,195711
2018,(주)엔에스쇼핑,751,사외이사(감사위원),장광순,장광순,117-81-33642,195508
2019,(주)엔에스쇼핑,751,사외이사(감사위원),김병옥,김병옥,117-81-33642,196502
2019,(주)엔에스쇼핑,751,사외이사(감사위원),윤능호,윤능호,117-81-33642,195711
2019,(주)엔에스쇼핑,751,사외이사(감사위원),전병준,전병준,117-81-33642,196010
2019,(주)엔에스쇼핑,751,사외이사(감사위원),조일호,조일호,117-81-33642,194809
2017,(주)엔에스엔,721,사외이사,채지웅,채지웅,119-81-01879,198201
2018,(주)엔에스엔,721,사외이사,채지웅,채지웅,119-81-01879,198201
2019,(주)엔에스엔,721,사외이사,존 케리,존케리,119-81-01879,194311
2019,(주)엔에스엔,721,사외이사,박재순,박재순,119-81-01879,197605
2019,(주)엔에스엔,721,사외이사,채지웅,채지웅,119-81-01879,198201
2017,(주)엔에스엔,721,사외이사,오현진,오현진,119-81-01879,197710
2017,(주)엔에이치엔벅스,721,사외이사,신영민,신영민,211-87-15555,197511
2018,(주)엔에이치엔벅스,721,사외이사,신영민,신영민,211-87-15555,197511
2018,(주)엔에이치엔벅스,721,사외이사,김성욱,김성욱,211-87-15555,197502
2019,(주)엔에이치엔벅스,721,사외이사,김성욱,김성욱,211-87-15555,197502
2017,(주)엔이능률,721,사외이사,최진영,최진영,105-81-65267,197012
2017,(주)엔이능률,721,사외이사,한상봉,한상봉,105-81-65267,197712
2018,(주)엔이능률,721,사외이사,한상봉,한상봉,105-81-65267,197712
2019,(주)엔이능률,721,사외이사,한상봉,한상봉,105-81-65267,197712
2017,(주)엔지켐생명과학,721,사외이사,고상곤,고상곤,314-81-27038,195311
2018,(주)엔지켐생명과학,721,사외이사,홍창기,홍창기,314-81-27038,193705
2018,(주)엔지켐생명과학,721,사외이사,고상곤,고상곤,314-81-27038,195311
2019,(주)엔지켐생명과학,721,사외이사,오혜영,오혜영,314-81-27038,195603
2019,(주)엔지켐생명과학,721,사외이사,홍창기,홍창기,314-81-27038,193705
2017,(주)엔케이,721,사외이사,정화섭,정화섭,603-81-06888,194612
2017,(주)엔케이,721,사외이사,유관홍,유관홍,603-81-06888,194809
2018,(주)엔케이,721,사외이사,정화섭,정화섭,603-81-06888,194612
2019,(주)엔케이,721,사외이사,정화섭,정화섭,603-81-06888,194612
2018,(주)엔케이맥스,721,사외이사,박한수,박한수,206-81-66254,197306
2019,(주)엔케이맥스,721,사외이사,박한수,박한수,206-81-66254,197306
2017,(주)엔케이맥스,721,사외이사,정재호,정재호,206-81-66254,196912
2017,(주)엔케이물산,721,사외이사,김종환,김종환,106-81-30984,195710
2018,(주)엔케이물산,721,사외이사,김종환,김종환,106-81-30984,195710
2019,(주)엔케이물산,721,사외이사,김종환,김종환,106-81-30984,195710
2017,(주)엔텔스,721,사외이사,정태명,정태명,220-81-93121,195709
2018,(주)엔텔스,721,사외이사,정태명,정태명,220-81-93121,195709
2019,(주)엔텔스,721,사외이사,임종태,임종태,220-81-93121,196010
2017,(주)엔투텍,721,사외이사,김원태,김원태,759-88-00172,197902
2018,(주)엔투텍,721,사외이사,길근섭,길근섭,759-88-00172,195801
2020,(주)엔투텍,721,사외이사,김정윤,김정윤,759-88-00172,197411
2020,(주)엔투텍,721,사외이사,최효직,최효직,759-88-00172,197309
2019,(주)엔피디,721,사외이사,김건오,김건오,211-88-39044,195810
2019,(주)엔피디,721,사외이사,성기만,성기만,211-88-39044,196505
2017,(주)엔피케이,721,사외이사,김지일,김지일,211-81-38347,194604
2018,(주)엔피케이,721,사외이사,김지일,김지일,211-81-38347,194604
2019,(주)엔피케이,721,사외이사,유재훈,유재훈,211-81-38347,197506
2017,(주)엘디티,721,사외이사,장태석,장태석,301-81-31797,195703
2018,(주)엘디티,721,사외이사,장태석,장태석,301-81-31797,195703
2018,(주)엘디티,721,사외이사,장영수,장영수,301-81-31797,195706
2019,(주)엘디티,751,사외이사(감사위원),정수빈,정수빈,301-81-31797,195803
2019,(주)엘디티,751,사외이사(감사위원),장영수,장영수,301-81-31797,195706
2019,(주)엘아이에스,721,사외이사,정현석,정현석,123-86-08352,196607
2019,(주)엘아이에스,721,사외이사,서진군,서진군,123-86-08352,198403
2018,(주)엘앤씨바이오,721,사외이사,황해석,황해석,129-86-64008,195609
2018,(주)엘앤씨바이오,721,사외이사,송상연,송상연,129-86-64008,197608
2019,(주)엘앤씨바이오,721,사외이사,황해석,황해석,129-86-64008,195609
2017,(주)엘앤에프,751,사외이사(감사위원),이상룡,이상룡,513-81-19101,195709
2017,(주)엘앤에프,751,사외이사(감사위원),정기영,정기영,513-81-19101,194809
2017,(주)엘앤에프,751,사외이사(감사위원),박종혁,박종혁,513-81-19101,197611
2018,(주)엘앤에프,751,사외이사(감사위원),박종혁,박종혁,513-81-19101,197611
2018,(주)엘앤에프,751,사외이사(감사위원),정재학,정재학,513-81-19101,196204
2018,(주)엘앤에프,751,사외이사(감사위원),이균발,이균발,513-81-19101,195202
2019,(주)엘앤에프,751,사외이사(감사위원),정재학,정재학,513-81-19101,196204
2019,(주)엘앤에프,751,사외이사(감사위원),이균발,이균발,513-81-19101,195202
2019,(주)엘앤에프,751,사외이사(감사위원),박종혁,박종혁,513-81-19101,197611
2017,(주)엘앤케이바이오메드,721,사외이사,류재현,류재현,105-87-26820,197902
2017,(주)엘앤케이바이오메드,721,사외이사,손영숙,손영숙,105-87-26820,195709
2018,(주)엘앤케이바이오메드,721,사외이사,류재현,류재현,105-87-26820,197902
2019,(주)엘앤케이바이오메드,721,사외이사,성경섭,성경섭,105-87-26820,195707
2017,(주)엘에스,751,사외이사(감사위원),신용삼,신용삼,116-81-19007,195402
2017,(주)엘에스,751,사외이사(감사위원),권재진,권재진,116-81-19007,195307
2017,(주)엘에스,751,사외이사(감사위원),곽수근,곽수근,116-81-19007,195309
2017,(주)엘에스,721,사외이사,김영목,김영목,116-81-19007,195307
2018,(주)엘에스,751,사외이사(감사위원),곽수근,곽수근,116-81-19007,195309
2018,(주)엘에스,751,사외이사(감사위원),신용삼,신용삼,116-81-19007,195402
2018,(주)엘에스,751,사외이사(감사위원),권재진,권재진,116-81-19007,195307
2018,(주)엘에스,721,사외이사,김영목,김영목,116-81-19007,195307
2019,(주)엘에스,751,사외이사(감사위원),권재진,권재진,116-81-19007,195307
2019,(주)엘에스,721,사외이사,김영목,김영목,116-81-19007,195307
2019,(주)엘에스,751,사외이사(감사위원),이대수,이대수,116-81-19007,195806
2019,(주)엘에스,751,사외이사(감사위원),예종석,예종석,116-81-19007,195312
2017,(주)엘에스네트웍스,751,사외이사(감사위원),이행일,이행일,622-81-04805,195507
2017,(주)엘에스네트웍스,721,사외이사,금병주,금병주,622-81-04805,194607
2017,(주)엘에스네트웍스,721,사외이사,오호수,오호수,622-81-04805,194404
2018,(주)엘에스네트웍스,751,사외이사(감사위원),이행일,이행일,622-81-04805,195507
2018,(주)엘에스네트웍스,751,사외이사(감사위원),금병주,금병주,622-81-04805,194607
2019,(주)엘에스네트웍스,751,사외이사(감사위원),이행일,이행일,622-81-04805,195507
2018,(주)엘에스네트웍스,751,사외이사(감사위원),오호수,오호수,622-81-04805,194404
2019,(주)엘에스네트웍스,751,사외이사(감사위원),금병주,금병주,622-81-04805,194607
2019,(주)엘에스네트웍스,751,사외이사(감사위원),오호수,오호수,622-81-04805,194404
2017,(주)엘에프,751,사외이사(감사위원),양재택,양재택,211-87-87724,195905
2017,(주)엘에프,751,사외이사(감사위원),예종석,예종석,211-87-87724,195312
2017,(주)엘에프,751,사외이사(감사위원),윤용로,윤용로,211-87-87724,195510
2018,(주)엘에프,751,사외이사(감사위원),양재택,양재택,211-87-87724,195905
2018,(주)엘에프,751,사외이사(감사위원),이석준,이석준,211-87-87724,195905
2018,(주)엘에프,751,사외이사(감사위원),예종석,예종석,211-87-87724,195312
2019,(주)엘에프,751,사외이사(감사위원),예종석,예종석,211-87-87724,195312
2019,(주)엘에프,751,사외이사(감사위원),양재택,양재택,211-87-87724,195905
2019,(주)엘에프,751,사외이사(감사위원),이석준,이석준,211-87-87724,195905
2017,(주)엘엠에스,751,사외이사(감사위원),유지범,유지범,214-86-29653,195909
2017,(주)엘엠에스,751,사외이사(감사위원),함수용,함수용,214-86-29653,197112
2017,(주)엘엠에스,751,사외이사(감사위원),정무권,정무권,214-86-29653,196406
2018,(주)엘엠에스,751,사외이사(감사위원),정무권,정무권,214-86-29653,196406
2018,(주)엘엠에스,751,사외이사(감사위원),함수용,함수용,214-86-29653,197112
2018,(주)엘엠에스,751,사외이사(감사위원),유지범,유지범,214-86-29653,195909
2019,(주)엘엠에스,721,사외이사,이우영,이우영,214-86-29653,196309
2019,(주)엘엠에스,751,사외이사(감사위원),함수용,함수용,214-86-29653,197112
2019,(주)엘엠에스,751,사외이사(감사위원),유지범,유지범,214-86-29653,195909
2019,(주)엘엠에스,751,사외이사(감사위원),정무권,정무권,214-86-29653,196406
2017,(주)엘오티베큠,721,사외이사,권혁준,권혁준,312-81-56143,197005
2017,(주)엘오티베큠,721,사외이사,손계룡,손계룡,312-81-56143,197206
2018,(주)엘오티베큠,721,사외이사,손계룡,손계룡,312-81-56143,197206
2019,(주)엘오티베큠,721,사외이사,손계룡,손계룡,312-81-56143,197206
2017,(주)엘지,721,사외이사,최상태,최상태,116-81-18750,195604
2017,(주)엘지,721,사외이사,노영보,노영보,116-81-18750,195407
2017,(주)엘지,721,사외이사,윤대희,윤대희,116-81-18750,194910
2017,(주)엘지,751,사외이사(감사위원),이장규,이장규,116-81-18750,195105
2018,(주)엘지,751,사외이사(감사위원),한종수,한종수,116-81-18750,196010
2018,(주)엘지,751,사외이사(감사위원),이장규,이장규,116-81-18750,195105
2018,(주)엘지,751,사외이사(감사위원),김상헌,김상헌,116-81-18750,196309
2018,(주)엘지,751,사외이사(감사위원),최상태,최상태,116-81-18750,195604
2019,(주)엘지,751,사외이사(감사위원),이장규,이장규,116-81-18750,195105
2019,(주)엘지,751,사외이사(감사위원),김상헌,김상헌,116-81-18750,196309
2019,(주)엘지,751,사외이사(감사위원),한종수,한종수,116-81-18750,196010
2019,(주)엘지,721,사외이사,조성욱,조성욱,116-81-18750,196212
2017,(주)엘지상사,751,사외이사(감사위원),정운오,정운오,116-81-18686,195402
2017,(주)엘지상사,751,사외이사(감사위원),김동욱,김동욱,116-81-18686,195207
2017,(주)엘지상사,751,사외이사(감사위원),이원우,이원우,116-81-18686,196303
2017,(주)엘지상사,721,사외이사,허은녕,허은녕,116-81-18686,196408
2018,(주)엘지상사,751,사외이사(감사위원),양일수,양일수,116-81-18686,196402
2018,(주)엘지상사,751,사외이사(감사위원),정운오,정운오,116-81-18686,195402
2018,(주)엘지상사,721,사외이사,허은녕,허은녕,116-81-18686,196408
2018,(주)엘지상사,751,사외이사(감사위원),이원우,이원우,116-81-18686,196303
2019,(주)엘지상사,751,사외이사(감사위원),채수일,채수일,116-81-18686,196312
2019,(주)엘지상사,751,사외이사(감사위원),이원우,이원우,116-81-18686,196303
2019,(주)엘지상사,751,사외이사(감사위원),양일수,양일수,116-81-18686,196402
2019,(주)엘지상사,721,사외이사,허은녕,허은녕,116-81-18686,196408
2017,(주)엘지생활건강,751,사외이사(감사위원),황이석,황이석,107-81-98143,196007
2017,(주)엘지생활건강,751,사외이사(감사위원),표인수,표인수,107-81-98143,195902
2017,(주)엘지생활건강,751,사외이사(감사위원),한상린,한상린,107-81-98143,196004
2017,(주)엘지생활건강,721,사외이사,김재욱,김재욱,107-81-98143,196309
2018,(주)엘지생활건강,721,사외이사,김재욱,김재욱,107-81-98143,196309
2018,(주)엘지생활건강,751,사외이사(감사위원),황이석,황이석,107-81-98143,196007
2018,(주)엘지생활건강,721,사외이사,이태희,이태희,107-81-98143,196302
2018,(주)엘지생활건강,751,사외이사(감사위원),표인수,표인수,107-81-98143,195902
2018,(주)엘지생활건강,721,사외이사,김상훈,김상훈,107-81-98143,196605
2018,(주)엘지생활건강,751,사외이사(감사위원),한상린,한상린,107-81-98143,196004
2019,(주)엘지생활건강,721,사외이사,김기영,김기영,107-81-98143,196907
2019,(주)엘지생활건강,751,사외이사(감사위원),김재욱,김재욱,107-81-98143,196309
2019,(주)엘지생활건강,751,사외이사(감사위원),김상훈,김상훈,107-81-98143,196605
2019,(주)엘지생활건강,751,사외이사(감사위원),이태희,이태희,107-81-98143,196302
2017,(주)엘지유플러스,721,사외이사,정병두,정병두,220-81-39938,196111
2017,(주)엘지유플러스,751,사외이사(감사위원),박상수,박상수,220-81-39938,195402
2017,(주)엘지유플러스,751,사외이사(감사위원),선우명호,선우명호,220-81-39938,195303
2018,(주)엘지유플러스,751,사외이사(감사위원),박상수,박상수,220-81-39938,195402
2018,(주)엘지유플러스,751,사외이사(감사위원),정하봉,정하봉,220-81-39938,195810
2018,(주)엘지유플러스,751,사외이사(감사위원),선우명호,선우명호,220-81-39938,195303
2018,(주)엘지유플러스,721,사외이사,정병두,정병두,220-81-39938,196111
2019,(주)엘지유플러스,721,사외이사,정병두,정병두,220-81-39938,196111
2019,(주)엘지유플러스,751,사외이사(감사위원),정하봉,정하봉,220-81-39938,195810
2019,(주)엘지유플러스,751,사외이사(감사위원),선우명호,선우명호,220-81-39938,195303
2019,(주)엘지유플러스,751,사외이사(감사위원),이재호,이재호,220-81-39938,196508
2017,(주)엘지하우시스,721,사외이사,이봉환,이봉환,107-87-18122,195501
2017,(주)엘지하우시스,751,사외이사(감사위원),배종태,배종태,107-87-18122,195912
2017,(주)엘지하우시스,751,사외이사(감사위원),김영익,김영익,107-87-18122,195904
2017,(주)엘지하우시스,751,사외이사(감사위원),김진곤,김진곤,107-87-18122,195712
2018,(주)엘지하우시스,751,사외이사(감사위원),김영익,김영익,107-87-18122,195904
2018,(주)엘지하우시스,751,사외이사(감사위원),이봉환,이봉환,107-87-18122,195501
2018,(주)엘지하우시스,751,사외이사(감사위원),배종태,배종태,107-87-18122,195912
2018,(주)엘지하우시스,721,사외이사,김진곤,김진곤,107-87-18122,195712
2019,(주)엘지하우시스,751,사외이사(감사위원),이봉환,이봉환,107-87-18122,195501
2019,(주)엘지하우시스,751,사외이사(감사위원),배종태,배종태,107-87-18122,195912
2019,(주)엘지하우시스,721,사외이사,김진곤,김진곤,107-87-18122,195712
2019,(주)엘지하우시스,751,사외이사(감사위원),김영익,김영익,107-87-18122,195904
2017,(주)엘지헬로비전,751,사외이사(감사위원),형태근,형태근,117-81-13423,195703
2017,(주)엘지헬로비전,751,사외이사(감사위원),이동근,이동근,117-81-13423,195701
2017,(주)엘지헬로비전,751,사외이사(감사위원),채경수,채경수,117-81-13423,195811
2018,(주)엘지헬로비전,751,사외이사(감사위원),오지철,오지철,117-81-13423,194912
2018,(주)엘지헬로비전,751,사외이사(감사위원),이동근,이동근,117-81-13423,195701
2018,(주)엘지헬로비전,751,사외이사(감사위원),채경수,채경수,117-81-13423,195811
2019,(주)엘지헬로비전,751,사외이사(감사위원),고진웅,고진웅,117-81-13423,196403
2019,(주)엘지헬로비전,751,사외이사(감사위원),김중혁,김중혁,117-81-13423,196710
2019,(주)엘지헬로비전,751,사외이사(감사위원),오양호,오양호,117-81-13423,196202
2017,(주)엘지화학,751,사외이사(감사위원),안영호,안영호,107-81-98139,195411
2017,(주)엘지화학,721,사외이사,차국헌,차국헌,107-81-98139,195807
2017,(주)엘지화학,751,사외이사(감사위원),정동민,정동민,107-81-98139,196006
2017,(주)엘지화학,751,사외이사(감사위원),김문수,김문수,107-81-98139,195501
2018,(주)엘지화학,751,사외이사(감사위원),안영호,안영호,107-81-98139,195411
2018,(주)엘지화학,751,사외이사(감사위원),김문수,김문수,107-81-98139,195501
2018,(주)엘지화학,721,사외이사,차국헌,차국헌,107-81-98139,195807
2018,(주)엘지화학,751,사외이사(감사위원),정동민,정동민,107-81-98139,196006
2019,(주)엘지화학,751,사외이사(감사위원),김문수,김문수,107-81-98139,195501
2019,(주)엘지화학,751,사외이사(감사위원),정동민,정동민,107-81-98139,196006
2019,(주)엘지화학,721,사외이사,차국헌,차국헌,107-81-98139,195807
2019,(주)엘지화학,751,사외이사(감사위원),안영호,안영호,107-81-98139,195411
2017,(주)엠씨넥스,721,사외이사,이경환,이경환,119-81-77345,197102
2018,(주)엠씨넥스,721,사외이사,이경환,이경환,119-81-77345,197102
2019,(주)엠씨넥스,721,사외이사,이경환,이경환,119-81-77345,197102
2018,(주)엠아이텍,721,사외이사,윤종성,윤종성,203-81-48392,197101
2017,(주)엠에스씨,721,사외이사,박순천,박순천,621-81-09054,195602
2018,(주)엠에스씨,721,사외이사,박순천,박순천,621-81-09054,195602
2019,(주)엠에스씨,721,사외이사,박순천,박순천,621-81-09054,195602
2017,(주)엠에스오토텍,721,사외이사,유병준,유병준,505-81-05299,197110
2017,(주)엠에스오토텍,721,사외이사,정듀크회민,정듀크회민,505-81-05299,198002
2018,(주)엠에스오토텍,721,사외이사,유병준,유병준,505-81-05299,197110
2019,(주)엠에스오토텍,721,사외이사,유병준,유병준,505-81-05299,197110
2019,(주)엠에스오토텍,721,사외이사,이재훈,이재훈,505-81-05299,195509
2017,(주)엠젠플러스,721,사외이사,송창진,송창진,513-81-00034,197105
2017,(주)엠젠플러스,721,사외이사,송하림,송하림,513-81-00034,198509
2018,(주)엠젠플러스,721,사외이사,송창진,송창진,513-81-00034,197105
2018,(주)엠젠플러스,721,사외이사,송하림,송하림,513-81-00034,198509
2019,(주)엠젠플러스,721,사외이사,김병석,김병석,513-81-00034,198110
2019,(주)엠젠플러스,721,사외이사,신영식,신영식,513-81-00034,196811
2017,(주)엠투엔,721,사외이사,김재경,김재경,135-81-05130,196410
2018,(주)엠투엔,721,사외이사,김재경,김재경,135-81-05130,196410
2019,(주)엠투엔,721,사외이사,김치경,김치경,135-81-05130,198106
2017,(주)엠플러스,721,사외이사,박양석,박양석,123-81-87371,195709
2018,(주)엠플러스,721,사외이사,박양석,박양석,123-81-87371,195709
2019,(주)엠플러스,721,사외이사,박신석,박신석,123-81-87371,196610
2017,(주)엠피그룹,721,사외이사,김중규,김중규,214-81-93179,195407
2017,(주)엠피그룹,721,사외이사,안식,안식,214-81-93179,196407
2018,(주)엠피그룹,721,사외이사,안식,안식,214-81-93179,196407
2018,(주)엠피그룹,721,사외이사,김중규,김중규,214-81-93179,195407
2019,(주)엠피그룹,721,사외이사,안식,안식,214-81-93179,196407
2019,(주)엠피그룹,721,사외이사,김중규,김중규,214-81-93179,195407
2017,(주)엠피한강,721,사외이사,노광,노광,595-81-00040,198201
2017,(주)엠피한강,721,사외이사,하만준,하만준,595-81-00040,196112
2018,(주)엠피한강,721,사외이사,윤문상,윤문상,595-81-00040,195403
2018,(주)엠피한강,721,사외이사,박규리,박규리,595-81-00040,196007
2018,(주)엠피한강,721,사외이사,하만준,하만준,595-81-00040,196112
2019,(주)엠피한강,721,사외이사,박규리,박규리,595-81-00040,196007
2019,(주)엠피한강,721,사외이사,하만준,하만준,595-81-00040,196112
2017,(주)연우,721,사외이사,이광순,이광순,137-81-10376,195905
2018,(주)연우,721,사외이사,이광순,이광순,137-81-10376,195905
2019,(주)연우,721,사외이사,이광순,이광순,137-81-10376,195905
2017,(주)영우디에스피,721,사외이사,황철선,황철선,129-81-69992,196708
2018,(주)영우디에스피,721,사외이사,황철선,황철선,129-81-69992,196708
2019,(주)영우디에스피,721,사외이사,황철선,황철선,129-81-69992,196708
2017,(주)영원무역,751,사외이사(감사위원),윤제철,윤제철,104-86-21617,194712
2017,(주)영원무역,751,사외이사(감사위원),선준영,선준영,104-86-21617,193906
2017,(주)영원무역,751,사외이사(감사위원),조환복,조환복,104-86-21617,195211
2018,(주)영원무역,751,사외이사(감사위원),윤제철,윤제철,104-86-21617,194712
2018,(주)영원무역,721,사외이사,Mark Fasold,MarkFasold,104-86-21617,195206
2018,(주)영원무역,751,사외이사(감사위원),이태연,이태연,104-86-21617,194701
2018,(주)영원무역,751,사외이사(감사위원),조환복,조환복,104-86-21617,195211
2019,(주)영원무역,721,사외이사,Mark  Fasold,MarkFasold,104-86-21617,195206
2019,(주)영원무역,751,사외이사(감사위원),조환복,조환복,104-86-21617,195211
2019,(주)영원무역,751,사외이사(감사위원),이태연,이태연,104-86-21617,194701
2019,(주)영원무역,751,사외이사(감사위원),문종박,문종박,104-86-21617,195710
2017,(주)영원무역,751,사외이사(감사위원),이태연,이태연,104-86-21617,194701
2017,(주)영원무역홀딩스,721,사외이사,이 영 선,이영선,110-81-23629,194708
2018,(주)영원무역홀딩스,721,사외이사,이 영 선,이영선,110-81-23629,194708
2018,(주)영원무역홀딩스,721,사외이사,Rokanuddin Mahmud,RokanuddinMahmud,110-81-23629,194607
2019,(주)영원무역홀딩스,721,사외이사,Rokanuddin Mahmud,RokanuddinMahmud,110-81-23629,194607
2019,(주)영원무역홀딩스,721,사외이사,이 영 선,이영선,110-81-23629,194708
2017,(주)영풍,751,사외이사(감사위원),신 정 수,신정수,211-81-11275,195407
2017,(주)영풍,751,사외이사(감사위원),장 성 기,장성기,211-81-11275,194109
2017,(주)영풍,751,사외이사(감사위원),최 문 선,최문선,211-81-11275,194003
2018,(주)영풍,751,사외이사(감사위원),신 정 수,신정수,211-81-11275,195407
2018,(주)영풍,751,사외이사(감사위원),장 성 기,장성기,211-81-11275,194109
2018,(주)영풍,751,사외이사(감사위원),최 문 선,최문선,211-81-11275,194003
2019,(주)영풍,751,사외이사(감사위원),신 정 수,신정수,211-81-11275,195407
2019,(주)영풍,751,사외이사(감사위원),최 문 선,최문선,211-81-11275,194003
2019,(주)영풍,751,사외이사(감사위원),박병욱,박병욱,211-81-11275,194710
2017,(주)영흥,751,사외이사(감사위원),정준훈,정준훈,609-81-02065,194307
2017,(주)영흥,751,사외이사(감사위원),신흥식,신흥식,609-81-02065,196712
2017,(주)영흥,751,사외이사(감사위원),송경호,송경호,609-81-02065,194705
2018,(주)영흥,751,사외이사(감사위원),정준훈,정준훈,609-81-02065,194307
2018,(주)영흥,751,사외이사(감사위원),송경호,송경호,609-81-02065,194705
2018,(주)영흥,751,사외이사(감사위원),신흥식,신흥식,609-81-02065,196712
2019,(주)영흥,751,사외이사(감사위원),홍순호,홍순호,609-81-02065,197001
2019,(주)영흥,751,사외이사(감사위원),장영재,장영재,609-81-02065,197910
2019,(주)영흥,751,사외이사(감사위원),이향기,이향기,609-81-02065,196404
2017,(주)예림당,721,사외이사,백석기,백석기,107-81-50227,193603
2017,(주)예림당,721,사외이사,백태석,백태석,107-81-50227,195301
2018,(주)예림당,721,사외이사,백태석,백태석,107-81-50227,195301
2018,(주)예림당,721,사외이사,백석기,백석기,107-81-50227,193603
2019,(주)예림당,751,사외이사(감사위원),이세용,이세용,107-81-50227,194609
2019,(주)예림당,751,사외이사(감사위원),황인근,황인근,107-81-50227,195911
2019,(주)예림당,751,사외이사(감사위원),백태석,백태석,107-81-50227,195301
2019,(주)예림당,721,사외이사,백석기,백석기,107-81-50227,193603
2017,(주)예선테크,721,사외이사,강성호,강성호,569-88-00415,196907
2018,(주)예선테크,721,사외이사,강성호,강성호,569-88-00415,196907
2019,(주)예선테크,721,사외이사,신현영,신현영,569-88-00415,196804
2017,(주)예스코홀딩스,751,사외이사(감사위원),김창환,김창환,218-81-06851,195412
2017,(주)예스코홀딩스,751,사외이사(감사위원),한봉훈,한봉훈,218-81-06851,195212
2018,(주)예스코홀딩스,751,사외이사(감사위원),최기엽,최기엽,218-81-06851,196308
2018,(주)예스코홀딩스,751,사외이사(감사위원),한봉훈,한봉훈,218-81-06851,195212
2018,(주)예스코홀딩스,751,사외이사(감사위원),김창환,김창환,218-81-06851,195412
2019,(주)예스코홀딩스,751,사외이사(감사위원),윤종수,윤종수,218-81-06851,196410
2019,(주)예스코홀딩스,751,사외이사(감사위원),우태희,우태희,218-81-06851,196209
2019,(주)예스코홀딩스,751,사외이사(감사위원),최기엽,최기엽,218-81-06851,196408
2017,(주)예스코홀딩스,751,사외이사(감사위원),한부환,한부환,218-81-06851,194809
2017,(주)예스티,721,사외이사,김광선,김광선,124-81-70534,195406
2018,(주)예스티,721,사외이사,김광선,김광선,124-81-70534,195406
2019,(주)예스티,721,사외이사,김광선,김광선,124-81-70534,195406
2017,(주)오공,721,사외이사,김희태,김희태,130-81-01293,195904
2018,(주)오공,721,사외이사,김희태,김희태,130-81-01293,195904
2019,(주)오공,721,사외이사,이희경,이희경,130-81-01293,196709
2018,(주)오디텍,721,사외이사,황영규,황영규,403-81-20067,195910
2017,(주)오뚜기,721,사외이사,차성덕,차성덕,138-81-03238,194204
2018,(주)오뚜기,721,사외이사,김용대,김용대,138-81-03238,196709
2019,(주)오뚜기,721,사외이사,김용대,김용대,138-81-03238,196709
2017,(주)오르비텍,721,사외이사,안영목,안영목,112-81-27107,195701
2018,(주)오르비텍,721,사외이사,홍종영,홍종영,112-81-27107,197704
2019,(주)오르비텍,721,사외이사,홍종영,홍종영,112-81-27107,197704
2017,(주)오리엔탈정공,721,사외이사,이성훈,이성훈,603-81-05967,194901
2018,(주)오리엔탈정공,721,사외이사,이성훈,이성훈,603-81-05967,194901
2019,(주)오리엔탈정공,721,사외이사,서종수,서종수,603-81-05967,195911
2017,(주)오리엔트바이오,721,사외이사,성노현,성노현,218-81-01142,195902
2018,(주)오리엔트바이오,721,사외이사,성노현,성노현,218-81-01142,195902
2019,(주)오리엔트바이오,721,사외이사,성노현,성노현,218-81-01142,195902
2020,(주)오리엔트바이오,721,사외이사,조용석,조용석,218-81-01142,195802
2017,(주)오리엔트정공,721,사외이사,조용석,조용석,620-81-01651,195802
2018,(주)오리엔트정공,721,사외이사,조용석,조용석,620-81-01651,195802
2019,(주)오리엔트정공,721,사외이사,권명상,권명상,620-81-01651,195406
2017,(주)오리온,751,사외이사(감사위원),박종구,박종구,709-81-00727,195205
2017,(주)오리온,751,사외이사(감사위원),김홍일,김홍일,709-81-00727,195601
2017,(주)오리온,751,사외이사(감사위원),김은호,김은호,709-81-00727,195811
